lap,sector,cp,player_index,time
1,1,8,15,0.6734
1,1,8,16,0.8001
1,1,9,0,1.2002
1,1,9,1,1.1635
1,1,9,2,1.1349
1,1,9,3,1.0959
1,1,9,4,1.3274
1,1,9,5,1.0985
1,1,9,6,1.2172
1,1,9,7,1.1128
1,1,9,8,1.2507
1,1,9,9,1.3361
1,1,9,10,1.2613
1,1,9,11,1.2839
1,1,9,12,1.1613
1,1,9,13,1.1204
1,1,9,14,1.325
1,1,9,15,1.0592
1,1,9,16,1.1595
1,1,10,0,1.3226
1,1,10,1,1.2649
1,1,10,2,1.2685
1,1,10,3,1.1924
1,1,10,4,1.5263
1,1,10,5,1.2712
1,1,10,6,1.2645
1,1,10,7,1.231
1,1,10,8,1.2975
1,1,10,9,1.5162
1,1,10,10,1.4259
1,1,10,11,1.1761
1,1,10,12,1.1411
1,1,10,13,1.275
1,1,10,14,1.2622
1,1,10,15,1.2554
1,1,10,16,1.3197
1,1,11,0,1.0318
1,1,11,1,0.9645
1,1,11,2,1.0161
1,1,11,3,0.9283
1,1,11,4,1.0684
1,1,11,5,0.9483
1,1,11,6,1.0491
1,1,11,7,0.9678
1,1,11,8,1.1233
1,1,11,9,0.9905
1,1,11,10,1.0129
1,1,11,11,1.0916
1,1,11,12,1.0406
1,1,11,13,0.964
1,1,11,14,1.0811
1,1,11,15,1.0248
1,1,11,16,1.0074
1,1,12,0,0.7666
1,1,12,1,0.7648
1,1,12,2,0.7473
1,1,12,3,0.7557
1,1,12,4,0.7359
1,1,12,5,0.7495
1,1,12,6,0.8309
1,1,12,7,0.7491
1,1,12,8,0.8175
1,1,12,9,0.751
1,1,12,10,0.7451
1,1,12,11,0.7694
1,1,12,12,0.7933
1,1,12,13,0.7682
1,1,12,14,0.8283
1,1,12,15,0.7614
1,1,12,16,0.8018
1,1,13,0,0.9435
1,1,13,1,0.9218
1,1,13,2,0.8962
1,1,13,3,0.895
1,1,13,4,0.8811
1,1,13,5,0.9024
1,1,13,6,0.9769
1,1,13,7,0.9048
1,1,13,8,1.0464
1,1,13,9,0.8962
1,1,13,10,0.8919
1,1,13,11,0.9107
1,1,13,12,0.9438
1,1,13,13,0.934
1,1,13,14,1.011
1,1,13,15,0.8955
1,1,13,16,0.9561
1,1,14,0,1.8009
1,1,14,1,1.7376
1,1,14,2,1.7432
1,1,14,3,1.7318
1,1,14,4,1.6988
1,1,14,5,1.7163
1,1,14,6,1.7582
1,1,14,7,1.7253
1,1,14,8,2.0167
1,1,14,9,1.7243
1,1,14,10,1.6794
1,1,14,11,1.7208
1,1,14,12,1.7749
1,1,14,13,1.7474
1,1,14,14,1.8673
1,1,14,15,1.6939
1,1,14,16,1.7958
1,1,15,0,1.7029
1,1,15,1,1.752
1,1,15,2,1.7069
1,1,15,3,1.7826
1,1,15,4,1.6865
1,1,15,5,1.7658
1,1,15,6,1.7631
1,1,15,7,1.7552
1,1,15,8,1.861
1,1,15,9,1.774
1,1,15,10,1.7427
1,1,15,11,1.7104
1,1,15,12,1.7907
1,1,15,13,1.7315
1,1,15,14,1.7707
1,1,15,15,1.7855
1,1,15,16,1.656
1,1,16,0,0.6108
1,1,16,1,0.7466
1,1,16,2,0.6019
1,1,16,3,0.588
1,1,16,4,0.681
1,1,16,5,0.6891
1,1,16,6,0.6106
1,1,16,7,0.6922
1,1,16,8,0.6446
1,1,16,9,0.6176
1,1,16,10,0.6654
1,1,16,11,0.5667
1,1,16,12,0.6116
1,1,16,13,0.7486
1,1,16,14,0.6182
1,1,16,15,0.6474
1,1,16,16,0.6625
1,1,17,0,0.6544
1,1,17,1,0.67
1,1,17,2,0.625
1,1,17,3,0.5938
1,1,17,4,0.6525
1,1,17,5,0.6782
1,1,17,6,0.6471
1,1,17,7,0.6326
1,1,17,8,0.5841
1,1,17,9,0.6292
1,1,17,10,0.6107
1,1,17,11,0.658
1,1,17,12,0.6451
1,1,17,13,0.6932
1,1,17,14,0.5888
1,1,17,15,0.5689
1,1,17,16,0.7026
1,1,18,0,1.6894
1,1,18,1,1.6078
1,1,18,2,1.6685
1,1,18,3,1.6106
1,1,18,4,1.6472
1,1,18,5,1.6731
1,1,18,6,1.7094
1,1,18,7,1.6114
1,1,18,8,1.6222
1,1,18,9,1.661
1,1,18,10,1.6418
1,1,18,11,1.6485
1,1,18,12,1.7613
1,1,18,13,1.6315
1,1,18,14,1.5643
1,1,18,15,1.5405
1,1,18,16,1.6583
1,2,19,0,1.4361
1,2,19,1,1.388
1,2,19,2,1.4142
1,2,19,3,1.4055
1,2,19,4,1.4016
1,2,19,5,1.4139
1,2,19,6,1.4306
1,2,19,7,1.3981
1,2,19,8,1.4161
1,2,19,9,1.425
1,2,19,10,1.3881
1,2,19,11,1.3951
1,2,19,12,1.4119
1,2,19,13,1.3943
1,2,19,14,1.3683
1,2,19,15,1.3421
1,2,19,16,1.4068
1,2,20,0,1.4962
1,2,20,1,1.5363
1,2,20,2,1.4793
1,2,20,3,1.4808
1,2,20,4,1.471
1,2,20,5,1.5174
1,2,20,6,1.4995
1,2,20,7,1.5018
1,2,20,8,1.4924
1,2,20,9,1.5396
1,2,20,10,1.4726
1,2,20,11,1.5061
1,2,20,12,1.4641
1,2,20,13,1.4936
1,2,20,14,1.4505
1,2,20,15,1.4209
1,2,20,16,1.4653
1,2,21,0,0.6388
1,2,21,1,0.6826
1,2,21,2,0.7286
1,2,21,3,0.7062
1,2,21,4,0.7559
1,2,21,5,0.6909
1,2,21,6,0.7151
1,2,21,7,0.7049
1,2,21,8,0.6786
1,2,21,9,0.68
1,2,21,10,0.7158
1,2,21,11,0.7611
1,2,21,12,0.7184
1,2,21,13,0.7457
1,2,21,14,0.6578
1,2,21,15,0.6582
1,2,21,16,0.813
1,2,22,0,0.7118
1,2,22,1,0.7688
1,2,22,2,0.7756
1,2,22,3,0.7767
1,2,22,4,0.8123
1,2,22,5,0.7621
1,2,22,6,0.8397
1,2,22,7,0.7331
1,2,22,8,0.7334
1,2,22,9,0.7445
1,2,22,10,0.7903
1,2,22,11,0.8281
1,2,22,12,0.7479
1,2,22,13,0.7649
1,2,22,14,0.7107
1,2,22,15,0.7193
1,2,22,16,0.8547
1,2,23,0,1.0884
1,2,23,1,1.1786
1,2,23,2,1.1898
1,2,23,3,1.1395
1,2,23,4,1.1755
1,2,23,5,1.1616
1,2,23,6,1.2341
1,2,23,7,1.115
1,2,23,8,1.1362
1,2,23,9,1.1333
1,2,23,10,1.1633
1,2,23,11,1.2044
1,2,23,12,1.1496
1,2,23,13,1.157
1,2,23,14,1.1127
1,2,23,15,1.0879
1,2,23,16,1.2011
1,2,24,0,1.1845
1,2,24,1,1.2492
1,2,24,2,1.2527
1,2,24,3,1.2295
1,2,24,4,1.2505
1,2,24,5,1.232
1,2,24,6,1.3042
1,2,24,7,1.1966
1,2,24,8,1.2218
1,2,24,9,1.2116
1,2,24,10,1.2311
1,2,24,11,1.2717
1,2,24,12,1.2186
1,2,24,13,1.2337
1,2,24,14,1.2244
1,2,24,15,1.182
1,2,24,16,1.2823
1,2,25,0,1.0851
1,2,25,1,1.1362
1,2,25,2,1.1371
1,2,25,3,1.1274
1,2,25,4,1.1385
1,2,25,5,1.1095
1,2,25,6,1.1755
1,2,25,7,1.0952
1,2,25,8,1.1063
1,2,25,9,1.0896
1,2,25,10,1.1092
1,2,25,11,1.1456
1,2,25,12,1.1042
1,2,25,13,1.1313
1,2,25,14,1.3392
1,2,25,15,1.0868
1,2,25,16,1.1691
1,2,26,0,1.2251
1,2,26,1,1.2743
1,2,26,2,1.2816
1,2,26,3,1.2715
1,2,26,4,1.2773
1,2,26,5,1.2515
1,2,26,6,1.299
1,2,26,7,1.2582
1,2,26,8,1.2421
1,2,26,9,1.2399
1,2,26,10,1.2616
1,2,26,11,1.2995
1,2,26,12,1.2428
1,2,26,13,1.2709
1,2,26,14,1.4422
1,2,26,15,1.2392
1,2,26,16,1.3006
1,2,27,0,1.3319
1,2,27,1,1.3707
1,2,27,2,1.3774
1,2,27,3,1.3859
1,2,27,4,1.3805
1,2,27,5,1.348
1,2,27,6,1.3849
1,2,27,7,1.3659
1,2,27,8,1.3927
1,2,27,9,1.3331
1,2,27,10,1.3679
1,2,27,11,1.3847
1,2,27,12,1.3965
1,2,27,13,1.3793
1,2,27,14,1.5218
1,2,27,15,1.3476
1,2,27,16,1.4033
1,2,28,0,1.0358
1,2,28,1,1.0011
1,2,28,2,1.0297
1,2,28,3,1.0843
1,2,28,4,1.0627
1,2,28,5,1.0146
1,2,28,6,1.1075
1,2,28,7,1.0159
1,2,28,8,1.076
1,2,28,9,1.0894
1,2,28,10,1.02
1,2,28,11,1.0254
1,2,28,12,1.0995
1,2,28,13,1.0993
1,2,28,14,1.1169
1,2,28,15,1.0157
1,2,28,16,1.0328
1,2,29,0,0.5506
1,2,29,1,0.4399
1,2,29,2,0.4816
1,2,29,3,0.5117
1,2,29,4,0.4658
1,2,29,5,0.4593
1,2,29,6,0.5027
1,2,29,7,0.4666
1,2,29,8,0.5043
1,2,29,9,0.5059
1,2,29,10,0.4467
1,2,29,11,0.4389
1,2,29,12,0.475
1,2,29,13,0.5266
1,2,29,14,0.4977
1,2,29,15,0.4931
1,2,29,16,0.45
1,2,30,0,0.8279
1,2,30,1,0.6984
1,2,30,2,0.7538
1,2,30,3,0.6263
1,2,30,4,0.6514
1,2,30,5,0.7017
1,2,30,6,0.6445
1,2,30,7,0.6595
1,2,30,8,0.6853
1,2,30,9,0.7065
1,2,30,10,0.6359
1,2,30,11,0.6646
1,2,30,12,0.6089
1,2,30,13,0.7454
1,2,30,14,0.688
1,2,30,15,0.7012
1,2,30,16,0.6724
1,2,31,0,0.772
1,2,31,1,0.7897
1,2,31,2,0.8151
1,2,31,3,0.7018
1,2,31,4,0.7124
1,2,31,5,0.7593
1,2,31,6,0.692
1,2,31,7,0.7057
1,2,31,8,0.6863
1,2,31,9,0.6953
1,2,31,10,0.6876
1,2,31,11,0.8601
1,2,31,12,0.6393
1,2,31,13,0.7106
1,2,31,14,0.702
1,2,31,15,0.6876
1,2,31,16,0.6954
1,2,32,0,1.0299
1,2,32,1,1.0499
1,2,32,2,1.0798
1,2,32,3,1.1099
1,2,32,4,1.0809
1,2,32,5,1.1024
1,2,32,6,1.4224
1,2,32,7,1.024
1,2,32,8,1.3443
1,2,32,9,0.9851
1,2,32,10,1.0427
1,2,32,11,1.3138
1,2,32,12,1.1863
1,2,32,13,1.0091
1,2,32,14,0.9695
1,2,32,15,0.9917
1,2,32,16,1.1162
1,2,33,0,2.2176
1,2,33,1,2.2769
1,2,33,2,2.2115
1,2,33,3,2.3371
1,2,33,4,2.2411
1,2,33,5,2.2045
1,2,33,6,2.8975
1,2,33,7,2.2148
1,2,33,8,2.6821
1,2,33,9,2.1431
1,2,33,10,2.1954
1,2,33,11,2.6655
1,2,33,12,2.4096
1,2,33,13,2.1899
1,2,33,14,2.183
1,2,33,15,2.1775
1,2,33,16,2.3151
1,3,34,0,1.861
1,3,34,1,1.8858
1,3,34,2,1.8617
1,3,34,3,1.9316
1,3,34,4,1.8391
1,3,34,5,1.8237
1,3,34,6,2.1158
1,3,34,7,1.852
1,3,34,8,2.0264
1,3,34,9,1.8479
1,3,34,10,1.8034
1,3,34,11,2.0327
1,3,34,12,1.92
1,3,34,13,1.8295
1,3,34,14,1.8599
1,3,34,15,1.8167
1,3,34,16,1.8984
1,3,35,0,1.1064
1,3,35,1,1.1116
1,3,35,2,1.112
1,3,35,3,1.1414
1,3,35,4,1.091
1,3,35,5,1.0841
1,3,35,6,1.2044
1,3,35,7,1.1042
1,3,35,8,1.1636
1,3,35,9,1.1039
1,3,35,10,1.0649
1,3,35,11,1.1616
1,3,35,12,1.1238
1,3,35,13,1.0825
1,3,35,14,1.115
1,3,35,15,1.0848
1,3,35,16,1.1237
1,3,36,0,1.417
1,3,36,1,1.4121
1,3,36,2,1.4174
1,3,36,3,1.4478
1,3,36,4,1.3902
1,3,36,5,1.3837
1,3,36,6,1.504
1,3,36,7,1.4103
1,3,36,8,1.4519
1,3,36,9,1.4195
1,3,36,10,1.3487
1,3,36,11,1.4373
1,3,36,12,1.4152
1,3,36,13,1.3671
1,3,36,14,1.4246
1,3,36,15,1.387
1,3,36,16,1.4294
1,3,37,0,0.8965
1,3,37,1,0.9358
1,3,37,2,0.8838
1,3,37,3,0.8902
1,3,37,4,0.87
1,3,37,5,0.9276
1,3,37,6,0.9151
1,3,37,7,0.8729
1,3,37,8,0.903
1,3,37,9,0.8698
1,3,37,10,0.8859
1,3,37,11,0.94
1,3,37,12,0.8915
1,3,37,13,0.9958
1,3,37,14,0.8787
1,3,37,15,0.8628
1,3,37,16,0.8807
1,3,38,0,0.5571
1,3,38,1,0.5303
1,3,38,2,0.5769
1,3,38,3,0.4783
1,3,38,4,0.4961
1,3,38,5,0.6425
1,3,38,6,0.4862
1,3,38,7,0.4591
1,3,38,8,0.5317
1,3,38,9,0.4444
1,3,38,10,0.4927
1,3,38,11,0.5575
1,3,38,12,0.5531
1,3,38,13,0.5872
1,3,38,14,0.4814
1,3,38,15,0.4772
1,3,38,16,0.4607
1,3,39,0,0.4512
1,3,39,1,0.3692
1,3,39,2,0.4293
1,3,39,3,0.3468
1,3,39,4,0.3515
1,3,39,5,0.4573
1,3,39,6,0.3425
1,3,39,7,0.3241
1,3,39,8,0.3698
1,3,39,9,0.3173
1,3,39,10,0.3418
1,3,39,11,0.3959
1,3,39,12,0.3991
1,3,39,13,0.4009
1,3,39,14,0.3659
1,3,39,15,0.3349
1,3,39,16,0.3255
1,3,40,0,1.3377
1,3,40,1,1.2197
1,3,40,2,1.3179
1,3,40,3,1.1466
1,3,40,4,1.152
1,3,40,5,1.3111
1,3,40,6,1.1368
1,3,40,7,1.125
1,3,40,8,1.2295
1,3,40,9,1.178
1,3,40,10,1.1549
1,3,40,11,1.2186
1,3,40,12,1.2378
1,3,40,13,1.2775
1,3,40,14,1.2122
1,3,40,15,1.1993
1,3,40,16,1.1215
1,3,41,0,0.8368
1,3,41,1,0.7713
1,3,41,2,0.9039
1,3,41,3,0.7465
1,3,41,4,0.7486
1,3,41,5,0.8299
1,3,41,6,0.7403
1,3,41,7,0.7326
1,3,41,8,0.7678
1,3,41,9,0.7555
1,3,41,10,0.7332
1,3,41,11,0.7976
1,3,41,12,0.7872
1,3,41,13,0.7847
1,3,41,14,0.789
1,3,41,15,0.7665
1,3,41,16,0.731
1,3,42,0,1.1091
1,3,42,1,1.0334
1,3,42,2,1.1666
1,3,42,3,0.9934
1,3,42,4,0.9925
1,3,42,5,1.0865
1,3,42,6,0.9871
1,3,42,7,0.9806
1,3,42,8,1.0411
1,3,42,9,0.9897
1,3,42,10,0.973
1,3,42,11,1.0469
1,3,42,12,1.0462
1,3,42,13,1.0704
1,3,42,14,1.0445
1,3,42,15,1.0141
1,3,42,16,0.9692
1,3,43,0,1.1109
1,3,43,1,1.0534
1,3,43,2,1.1515
1,3,43,3,1.0123
1,3,43,4,1.0089
1,3,43,5,1.0674
1,3,43,6,0.9994
1,3,43,7,1.0018
1,3,43,8,1.0524
1,3,43,9,0.9988
1,3,43,10,0.987
1,3,43,11,1.0425
1,3,43,12,1.051
1,3,43,13,1.0804
1,3,43,14,1.0485
1,3,43,15,1.0239
1,3,43,16,1.0266
1,3,44,0,1.272
1,3,44,1,1.2082
1,3,44,2,1.3164
1,3,44,3,1.1765
1,3,44,4,1.1697
1,3,44,5,1.2119
1,3,44,6,1.1586
1,3,44,7,1.1659
1,3,44,8,1.2037
1,3,44,9,1.146
1,3,44,10,1.1287
1,3,44,11,1.1976
1,3,44,12,1.2088
1,3,44,13,1.2421
1,3,44,14,1.2059
1,3,44,15,1.1833
1,3,44,16,1.1907
1,3,45,0,0.9256
1,3,45,1,0.8878
1,3,45,2,0.9452
1,3,45,3,0.9102
1,3,45,4,0.8674
1,3,45,5,0.8891
1,3,45,6,0.8577
1,3,45,7,0.8663
1,3,45,8,0.8771
1,3,45,9,0.8416
1,3,45,10,0.8203
1,3,45,11,0.8758
1,3,45,12,0.8913
1,3,45,13,0.9157
1,3,45,14,0.8881
1,3,45,15,0.8701
1,3,45,16,0.8812
1,3,46,0,0.9922
1,3,46,1,0.9634
1,3,46,2,1.071
1,3,46,3,1.3176
1,3,46,4,0.9424
1,3,46,5,0.9599
1,3,46,6,0.9283
1,3,46,7,0.9425
1,3,46,8,0.9363
1,3,46,9,0.9286
1,3,46,10,0.8798
1,3,46,11,0.9458
1,3,46,12,0.9653
1,3,46,13,0.991
1,3,46,14,0.9901
1,3,46,15,0.9454
1,3,46,16,0.9556
1,3,47,0,0.7806
1,3,47,1,0.7935
1,3,47,2,0.8743
1,3,47,3,11.6572
1,3,47,4,0.765
1,3,47,5,0.7557
1,3,47,6,0.7808
1,3,47,7,0.7445
1,3,47,8,0.7915
1,3,47,9,0.7627
1,3,47,10,0.7797
1,3,47,11,0.7994
1,3,47,12,0.7894
1,3,47,13,0.7825
1,3,47,14,0.873
1,3,47,15,0.754
1,3,47,16,0.7574
1,3,48,0,0.716
1,3,48,1,0.7191
1,3,48,2,0.7109
1,3,48,3,1.4799
1,3,48,4,0.7008
1,3,48,5,0.6144
1,3,48,6,0.7775
1,3,48,7,0.6068
1,3,48,8,0.7861
1,3,48,9,0.7212
1,3,48,10,0.7711
1,3,48,11,0.7524
1,3,48,12,0.7609
1,3,48,13,0.7275
1,3,48,14,0.7993
1,3,48,15,0.6638
1,3,48,16,0.6838
1,3,49,0,0.8015
1,3,49,1,0.876
1,3,49,2,0.798
1,3,49,3,1.026
1,3,49,4,0.7986
1,3,49,5,0.6786
1,3,49,6,0.8618
1,3,49,7,0.6698
1,3,49,8,0.8883
1,3,49,9,0.7835
1,3,49,10,0.7324
1,3,49,11,0.8162
1,3,49,12,0.8035
1,3,49,13,0.8132
1,3,49,14,0.8575
1,3,49,15,0.7794
1,3,49,16,0.8108
1,3,50,0,0.7876
1,3,50,1,0.8631
1,3,50,2,0.7863
1,3,50,3,0.9111
1,3,50,4,0.7938
1,3,50,5,0.6905
1,3,50,6,1.0504
1,3,50,7,0.6812
1,3,50,8,1.0093
1,3,50,9,0.7366
1,3,50,10,0.7618
1,3,50,11,0.7746
1,3,50,12,0.7713
1,3,50,13,0.8072
1,3,50,14,0.739
1,3,50,15,0.7514
1,3,50,16,0.8481
1,3,51,0,0.8625
1,3,51,1,0.7903
1,3,51,2,0.7786
1,3,51,3,0.6705
1,3,51,4,0.7857
1,3,51,5,0.8091
1,3,51,6,0.9238
1,3,51,7,0.778
1,3,51,8,0.845
1,3,51,9,0.7478
1,3,51,10,0.9395
1,3,51,11,0.8004
1,3,51,12,0.7886
1,3,51,13,0.8975
1,3,51,14,0.8021
1,3,51,15,0.7053
1,3,51,16,0.7573
1,3,52,0,0.3321
1,3,52,1,0.2946
1,3,52,2,0.323
1,3,52,3,0.2648
1,3,52,4,0.3285
1,3,52,5,0.3863
1,3,52,6,0.2908
1,3,52,7,0.3774
1,3,52,8,0.3447
1,3,52,9,0.3572
1,3,52,10,0.3727
1,3,52,11,0.4095
1,3,52,12,0.3256
1,3,52,13,0.3325
1,3,52,14,0.4939
1,3,52,15,0.3565
1,3,52,16,0.3245
1,3,53,0,0.6874
1,3,53,1,0.7164
1,3,53,2,0.6666
1,3,53,3,0.6987
1,3,53,4,0.719
1,3,53,5,0.7469
1,3,53,6,0.7603
1,3,53,7,0.7253
1,3,53,8,0.8736
1,3,53,9,0.7233
1,3,53,10,0.7358
1,3,53,11,0.756
1,3,53,12,0.7207
1,3,53,13,0.6933
1,3,53,14,0.9977
1,3,53,15,0.7269
1,3,53,16,0.7521
1,3,54,0,0.6553
1,3,54,1,0.8899
1,3,54,2,0.9172
1,3,54,3,0.5831
1,3,54,4,0.6158
1,3,54,5,0.6171
1,3,54,6,0.7863
1,3,54,7,0.7896
1,3,54,8,0.7552
1,3,54,9,0.6516
1,3,54,10,0.6109
1,3,54,11,0.9305
1,3,54,12,0.7826
1,3,54,13,0.667
1,3,54,14,0.8956
1,3,54,15,0.6859
1,3,54,16,0.6769
1,3,55,0,1.0535
1,3,55,1,1.1284
1,3,55,2,1.2511
1,3,55,3,0.9953
1,3,55,4,1.057
1,3,55,5,1.0597
1,3,55,6,2.6244
1,3,55,7,1.1951
1,3,55,8,2.1048
1,3,55,9,1.0778
1,3,55,10,1.0577
1,3,55,11,1.3061
1,3,55,12,1.1251
1,3,55,13,1.0181
1,3,55,14,1.3942
1,3,55,15,1.1099
1,3,55,16,1.0513
1,3,56,0,0.3782
1,3,56,1,0.3896
1,3,56,2,0.4197
1,3,56,3,0.3672
1,3,56,4,0.3857
1,3,56,5,0.3806
1,3,56,6,0.6732
1,3,56,7,0.4066
1,3,56,8,0.5787
1,3,56,9,0.3825
1,3,56,10,0.3809
1,3,56,11,0.427
1,3,56,12,0.393
1,3,56,13,0.365
1,3,56,14,0.4544
1,3,56,15,0.3849
1,3,56,16,0.377
1,3,57,0,0.9259
1,3,57,1,0.9445
1,3,57,2,1.0042
1,3,57,3,0.9148
1,3,57,4,0.9478
1,3,57,5,0.9343
1,3,57,6,1.3488
1,3,57,7,0.9709
1,3,57,8,1.2431
1,3,57,9,0.9284
1,3,57,10,0.9272
1,3,57,11,1.008
1,3,57,12,0.9594
1,3,57,13,0.8956
1,3,57,14,1.0799
1,3,57,15,0.9278
1,3,57,16,0.9227
1,4,58,0,0.7809
1,4,58,1,0.7534
1,4,58,2,0.7849
1,4,58,3,0.7687
1,4,58,4,0.7748
1,4,58,5,0.7603
1,4,58,6,0.957
1,4,58,7,0.7614
1,4,58,8,0.9296
1,4,58,9,0.7611
1,4,58,10,0.7484
1,4,58,11,0.7921
1,4,58,12,0.7761
1,4,58,13,0.7519
1,4,58,14,0.8331
1,4,58,15,0.7493
1,4,58,16,0.7547
1,4,59,0,0.9308
1,4,59,1,0.9147
1,4,59,2,0.9483
1,4,59,3,0.9088
1,4,59,4,0.924
1,4,59,5,0.9069
1,4,59,6,1.0893
1,4,59,7,0.9409
1,4,59,8,1.0677
1,4,59,9,0.9171
1,4,59,10,1.0016
1,4,59,11,0.9717
1,4,59,12,0.9275
1,4,59,13,0.9087
1,4,59,14,1.0101
1,4,59,15,0.8956
1,4,59,16,0.8974
1,4,60,0,0.9533
1,4,60,1,0.7997
1,4,60,2,0.8325
1,4,60,3,0.6839
1,4,60,4,0.826
1,4,60,5,0.8102
1,4,60,6,0.9085
1,4,60,7,0.818
1,4,60,8,0.8027
1,4,60,9,0.8688
1,4,60,10,0.9139
1,4,60,11,0.7787
1,4,60,12,0.7916
1,4,60,13,0.8006
1,4,60,14,0.8173
1,4,60,15,0.7539
1,4,60,16,0.773
1,4,61,0,0.7207
1,4,61,1,0.6129
1,4,61,2,0.6455
1,4,61,3,0.5333
1,4,61,4,0.5802
1,4,61,5,0.5533
1,4,61,6,0.6543
1,4,61,7,0.634
1,4,61,8,0.5604
1,4,61,9,0.6024
1,4,61,10,0.6275
1,4,61,11,0.6044
1,4,61,12,0.726
1,4,61,13,0.6156
1,4,61,14,0.5546
1,4,61,15,0.5643
1,4,61,16,0.674
1,4,62,0,0.5835
1,4,62,1,0.5485
1,4,62,2,0.5615
1,4,62,3,0.5194
1,4,62,4,0.5146
1,4,62,5,0.5082
1,4,62,6,0.5465
1,4,62,7,0.551
1,4,62,8,0.5276
1,4,62,9,0.5283
1,4,62,10,0.5294
1,4,62,11,0.5541
1,4,62,12,0.6421
1,4,62,13,0.5473
1,4,62,14,0.5068
1,4,62,15,0.5215
1,4,62,16,0.5809
1,4,63,0,1.339
1,4,63,1,1.3137
1,4,63,2,1.3556
1,4,63,3,1.2657
1,4,63,4,1.2419
1,4,63,5,1.2466
1,4,63,6,1.2786
1,4,63,7,1.3546
1,4,63,8,1.2576
1,4,63,9,1.2525
1,4,63,10,1.259
1,4,63,11,1.3228
1,4,63,12,1.4273
1,4,63,13,1.2855
1,4,63,14,1.2325
1,4,63,15,1.2418
1,4,63,16,1.313
1,4,64,0,1.1912
1,4,64,1,1.1678
1,4,64,2,1.2111
1,4,64,3,1.1437
1,4,64,4,1.1104
1,4,64,5,1.1254
1,4,64,6,1.1457
1,4,64,7,1.1939
1,4,64,8,1.1274
1,4,64,9,1.1268
1,4,64,10,1.1229
